File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF973QQZ	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	3	3_1							/files/ENCFF077FBI/, /files/ENCFF356LFX/	6109236	ENCODE Processing Pipeline	e10811a3b46d6596f265b047ea581fe4		https://www.encodeproject.org/files/ENCFF973QQZ/@@download/ENCFF973QQZ.bed.gz				released	s3://encode-public/2021/03/16/b3ea023e-5cd8-4cbd-905d-d0b3c86993e3/ENCFF973QQZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/b3ea023e-5cd8-4cbd-905d-d0b3c86993e3/ENCFF973QQZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF357GNC	bigWig	bigWig		signal p-value	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF077FBI/, /files/ENCFF128WZG/, /files/ENCFF534DCE/	2118644361	ENCODE Processing Pipeline	00b10e391e8f2361990a9b4f94ac055c		https://www.encodeproject.org/files/ENCFF357GNC/@@download/ENCFF357GNC.bigWig				released	s3://encode-public/2021/03/16/9ff8b5ae-10d6-4711-96ea-a3cbb44aaadb/ENCFF357GNC.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/9ff8b5ae-10d6-4711-96ea-a3cbb44aaadb/ENCFF357GNC.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF816ZOO	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1							/files/ENCFF993BAP/	7531052	ENCODE Processing Pipeline	537c520e1138c583043370ef5b3e7c4b		https://www.encodeproject.org/files/ENCFF816ZOO/@@download/ENCFF816ZOO.bigBed				released	s3://encode-public/2021/03/16/81841bb2-4fff-4471-9d8c-a6386bc2a3c5/ENCFF816ZOO.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/81841bb2-4fff-4471-9d8c-a6386bc2a3c5/ENCFF816ZOO.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF518LST	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF948AFM/	8509908	ENCODE Processing Pipeline	d984c35adc6aaee8d3fc102774ccdb9f		https://www.encodeproject.org/files/ENCFF518LST/@@download/ENCFF518LST.bigBed				released	s3://encode-public/2021/03/16/6132d40d-ba96-46a9-b457-cbb24cd10f72/ENCFF518LST.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/6132d40d-ba96-46a9-b457-cbb24cd10f72/ENCFF518LST.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF982EXK	bigBed narrowPeak	bigBed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF223QDM/	8071064	ENCODE Processing Pipeline	353375e7f1e063ba2ae4b89c82bc4be5		https://www.encodeproject.org/files/ENCFF982EXK/@@download/ENCFF982EXK.bigBed				released	s3://encode-public/2021/03/16/f8151c91-42ab-4b87-a5a7-f0df8aa02201/ENCFF982EXK.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/f8151c91-42ab-4b87-a5a7-f0df8aa02201/ENCFF982EXK.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF563WKF	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	2	2_1							/files/ENCFF581TPM/	12642088	ENCODE Processing Pipeline	4e4b96072dd0c8093986d256bfd8702a		https://www.encodeproject.org/files/ENCFF563WKF/@@download/ENCFF563WKF.bigBed				released	s3://encode-public/2021/03/16/77506a53-7510-443d-ba9f-7fef4fef1bf8/ENCFF563WKF.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/77506a53-7510-443d-ba9f-7fef4fef1bf8/ENCFF563WKF.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF093IIW	bigWig	bigWig		fold change over control	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1							/files/ENCFF534DCE/	2191952950	ENCODE Processing Pipeline	9858777d34a97646a2cdd673d205b9ba		https://www.encodeproject.org/files/ENCFF093IIW/@@download/ENCFF093IIW.bigWig				released	s3://encode-public/2021/03/16/0db91f06-ad76-4a74-9052-38b7a0dc2bb3/ENCFF093IIW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/0db91f06-ad76-4a74-9052-38b7a0dc2bb3/ENCFF093IIW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF948AFM	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF077FBI/, /files/ENCFF128WZG/, /files/ENCFF356LFX/, /files/ENCFF534DCE/	4215835	ENCODE Processing Pipeline	76bc2c332fd638d7cb45490d5404e352		https://www.encodeproject.org/files/ENCFF948AFM/@@download/ENCFF948AFM.bed.gz				released	s3://encode-public/2021/03/16/48703b8d-05a4-451a-974b-0e3f489253a8/ENCFF948AFM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/48703b8d-05a4-451a-974b-0e3f489253a8/ENCFF948AFM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF501WRL	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	3	3_1							/files/ENCFF077FBI/	12873503	ENCODE Processing Pipeline	cad7cada714845570f50ffd47c2e19a4		https://www.encodeproject.org/files/ENCFF501WRL/@@download/ENCFF501WRL.bed.gz				released	s3://encode-public/2021/03/16/926234b2-9f4c-4cf0-93b4-5b41bad85027/ENCFF501WRL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/926234b2-9f4c-4cf0-93b4-5b41bad85027/ENCFF501WRL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF333TAT	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF077FBI/, /files/ENCFF128WZG/, /files/ENCFF356LFX/, /files/ENCFF534DCE/	7067871	ENCODE Processing Pipeline	0f7a6c13e23c2e3fc8716153a89ed481		https://www.encodeproject.org/files/ENCFF333TAT/@@download/ENCFF333TAT.bed.gz				released	s3://encode-public/2021/03/16/f9c5229c-df01-48d5-b8df-10d060edd52f/ENCFF333TAT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/f9c5229c-df01-48d5-b8df-10d060edd52f/ENCFF333TAT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF057UYP	bed narrowPeak	bed	narrowPeak	replicated peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF077FBI/, /files/ENCFF128WZG/, /files/ENCFF356LFX/, /files/ENCFF534DCE/	6795339	ENCODE Processing Pipeline	ae65def42f43bcf6d66b24b1509be56f		https://www.encodeproject.org/files/ENCFF057UYP/@@download/ENCFF057UYP.bed.gz				released	s3://encode-public/2021/03/16/78fb7792-8fcd-4360-9fe0-af4319791739/ENCFF057UYP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/78fb7792-8fcd-4360-9fe0-af4319791739/ENCFF057UYP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF086JCJ	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF333TAT/	14273984	ENCODE Processing Pipeline	a4d3b579d4c02e8e66f30fd251d0c7e3		https://www.encodeproject.org/files/ENCFF086JCJ/@@download/ENCFF086JCJ.bigBed				released	s3://encode-public/2021/03/16/92ef4967-0fc3-46bd-bb29-0fcc068d73fe/ENCFF086JCJ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/92ef4967-0fc3-46bd-bb29-0fcc068d73fe/ENCFF086JCJ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF804MXV	bam	bam		unfiltered alignments	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1		99					/files/ENCFF260KVA/, /files/ENCFF261UXP/, /files/ENCFF962SRP/, /files/ENCFF420XJE/, /files/ENCFF761EDP/, /files/ENCFF431UDN/, /files/ENCFF110MCL/, /files/ENCFF123TMX/, /files/ENCFF147WEL/	21952014426	ENCODE Processing Pipeline	a974d2e89ce260a7d2d60c9cb02f5ff0		https://www.encodeproject.org/files/ENCFF804MXV/@@download/ENCFF804MXV.bam				released	s3://encode-public/2021/03/16/f03a24b1-7b85-407c-81c4-75823d2e1f2d/ENCFF804MXV.bam	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/f03a24b1-7b85-407c-81c4-75823d2e1f2d/ENCFF804MXV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF670QXU	bigWig	bigWig		signal p-value	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1							/files/ENCFF534DCE/	1577726806	ENCODE Processing Pipeline	435db031b55134aa44c5aaa18e805a77		https://www.encodeproject.org/files/ENCFF670QXU/@@download/ENCFF670QXU.bigWig				released	s3://encode-public/2021/03/16/af249c72-e982-4655-871d-e3f7ae3ddf11/ENCFF670QXU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/af249c72-e982-4655-871d-e3f7ae3ddf11/ENCFF670QXU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF905MUY	bigWig	bigWig		signal p-value	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	2	2_1							/files/ENCFF128WZG/	993493737	ENCODE Processing Pipeline	5a469dfd8ef51bc061f9dd453cd4453a		https://www.encodeproject.org/files/ENCFF905MUY/@@download/ENCFF905MUY.bigWig				released	s3://encode-public/2021/03/16/408c915e-3e29-466f-825e-90b899a88cb8/ENCFF905MUY.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/408c915e-3e29-466f-825e-90b899a88cb8/ENCFF905MUY.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
ENCFF124CDP	bed idr_ranked_peak	bed	idr_ranked_peak	IDR ranked peaks	GRCh38	ENCSR868FGK	ATAC-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens											DNA						2020-08-05	ENCODE		chemical (Tn5 transposase)	200-7000	1	1_1							/files/ENCFF534DCE/	13388268	ENCODE Processing Pipeline	9f1e18275dcf6d70c9d9b930e3a17af1		https://www.encodeproject.org/files/ENCFF124CDP/@@download/ENCFF124CDP.bed.gz				released	s3://encode-public/2021/03/16/8d6e4d2e-1a7e-4446-b481-0a6dc71df0f0/ENCFF124CDP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/03/16/8d6e4d2e-1a7e-4446-b481-0a6dc71df0f0/ENCFF124CDP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity		
