File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF711PLM	bam	bam		alignments	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	1	1_1		36					/files/ENCFF110MCL/, /files/ENCFF000BYO/	996560628	ENCODE Processing Pipeline	95b48d25c9c6ebc5936521513f671f62		https://www.encodeproject.org/files/ENCFF711PLM/@@download/ENCFF711PLM.bam				released	s3://encode-public/2022/06/16/ec4bf107-41a9-4f00-a9f2-2a895f08eb65/ENCFF711PLM.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/ec4bf107-41a9-4f00-a9f2-2a895f08eb65/ENCFF711PLM.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, low read length, matching md5 sums	control insufficient read depth, insufficient read depth	
ENCFF915IZR	bigWig	bigWig		signal p-value	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	1	1_1							/files/ENCFF226FKB/, /files/ENCFF420ARY/, /files/ENCFF666YXZ/, /files/ENCFF711PLM/	743024387	ENCODE Processing Pipeline	043e4e74074c76adde5fd11f9898c48a		https://www.encodeproject.org/files/ENCFF915IZR/@@download/ENCFF915IZR.bigWig				released	s3://encode-public/2022/06/16/167a5d14-a575-4dbf-834b-17e64aac9c2a/ENCFF915IZR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/167a5d14-a575-4dbf-834b-17e64aac9c2a/ENCFF915IZR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, low read length, matching md5 sums	control insufficient read depth, insufficient read depth	
ENCFF497CYM	bigWig	bigWig		signal p-value	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	3	3_1							/files/ENCFF132YSI/, /files/ENCFF226FKB/, /files/ENCFF666YXZ/, /files/ENCFF420ARY/	711793960	ENCODE Processing Pipeline	e019062089a9654b995ea0740b0defcc		https://www.encodeproject.org/files/ENCFF497CYM/@@download/ENCFF497CYM.bigWig				released	s3://encode-public/2022/06/16/acfe823e-9924-4f30-bfb9-3594b1eb67dd/ENCFF497CYM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/acfe823e-9924-4f30-bfb9-3594b1eb67dd/ENCFF497CYM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, low read length	control insufficient read depth, insufficient read depth	
ENCFF341ZPT	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	2	2_1							/files/ENCFF649PBO/, /files/ENCFF420ARY/, /files/ENCFF356LFX/, /files/ENCFF666YXZ/, /files/ENCFF226FKB/	1573437	ENCODE Processing Pipeline	59464bba742ae85fb6424cd783bdeacb		https://www.encodeproject.org/files/ENCFF341ZPT/@@download/ENCFF341ZPT.bed.gz				released	s3://encode-public/2022/06/16/a25402ea-bd27-4245-8ad2-b5d052edcc2a/ENCFF341ZPT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/a25402ea-bd27-4245-8ad2-b5d052edcc2a/ENCFF341ZPT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, low read length, matching md5 sums	control insufficient read depth, insufficient read depth	
ENCFF159ZZM	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	2	2_1							/files/ENCFF341ZPT/	2739159	ENCODE Processing Pipeline	3211dfa1241bc088bdfc47bac37dc304		https://www.encodeproject.org/files/ENCFF159ZZM/@@download/ENCFF159ZZM.bigBed				released	s3://encode-public/2022/06/16/972ffb60-36b9-4fc7-8c2b-318e5a01dd8d/ENCFF159ZZM.bigBed	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/972ffb60-36b9-4fc7-8c2b-318e5a01dd8d/ENCFF159ZZM.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, low read length, matching md5 sums	control insufficient read depth, insufficient read depth	
ENCFF649PBO	bam	bam		alignments	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	2	2_1		36					/files/ENCFF110MCL/, /files/ENCFF000BYS/	606453902	ENCODE Processing Pipeline	b2fb180375300469d96eed7d40cd8f87		https://www.encodeproject.org/files/ENCFF649PBO/@@download/ENCFF649PBO.bam				released	s3://encode-public/2022/06/16/40319d93-f751-40e6-b1b7-c0aa41f3775e/ENCFF649PBO.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/40319d93-f751-40e6-b1b7-c0aa41f3775e/ENCFF649PBO.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, low read length, matching md5 sums	control insufficient read depth, insufficient read depth	
ENCFF132YSI	bam	bam		alignments	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	3	3_1		36					/files/ENCFF110MCL/, /files/ENCFF296QNV/, /files/ENCFF946WKP/	986007917	ENCODE Processing Pipeline	8d6b3d293aea7d7f9c3a99fa78aac81e		https://www.encodeproject.org/files/ENCFF132YSI/@@download/ENCFF132YSI.bam				released	s3://encode-public/2022/06/16/ed26113e-0e97-418c-b4c6-ad68a9d1e0ff/ENCFF132YSI.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/ed26113e-0e97-418c-b4c6-ad68a9d1e0ff/ENCFF132YSI.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, low read length	control insufficient read depth, insufficient read depth	
ENCFF457RYD	bigWig	bigWig		fold change over control	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	2	2_1							/files/ENCFF226FKB/, /files/ENCFF649PBO/, /files/ENCFF666YXZ/, /files/ENCFF420ARY/	302971150	ENCODE Processing Pipeline	d654aea99b48ac92cde7322a0e474ea9		https://www.encodeproject.org/files/ENCFF457RYD/@@download/ENCFF457RYD.bigWig				released	s3://encode-public/2022/06/16/0da2f428-e0bb-45ef-834a-6b9efa136bc2/ENCFF457RYD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/0da2f428-e0bb-45ef-834a-6b9efa136bc2/ENCFF457RYD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, low read length, matching md5 sums	control insufficient read depth, insufficient read depth	
ENCFF714UHO	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	3	3_1							/files/ENCFF132YSI/, /files/ENCFF420ARY/, /files/ENCFF356LFX/, /files/ENCFF666YXZ/, /files/ENCFF226FKB/	2083697	ENCODE Processing Pipeline	9285f834ec204c7c3dc0bcdcfe52c92d		https://www.encodeproject.org/files/ENCFF714UHO/@@download/ENCFF714UHO.bed.gz				released	s3://encode-public/2022/06/16/c6c7ccc4-d101-46fa-b998-fc3f5074bae8/ENCFF714UHO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/c6c7ccc4-d101-46fa-b998-fc3f5074bae8/ENCFF714UHO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, low read length	control insufficient read depth, insufficient read depth	
ENCFF209OQD	bed narrowPeak	bed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF711PLM/, /files/ENCFF132YSI/, /files/ENCFF649PBO/, /files/ENCFF226FKB/, /files/ENCFF356LFX/, /files/ENCFF666YXZ/, /files/ENCFF420ARY/	2030501	ENCODE Processing Pipeline	b0e6f4594be0ec60fd34e218ebc1dcaf		https://www.encodeproject.org/files/ENCFF209OQD/@@download/ENCFF209OQD.bed.gz				released	s3://encode-public/2022/06/16/bc21ad9e-bf53-4817-8921-bff0eae3072b/ENCFF209OQD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/bc21ad9e-bf53-4817-8921-bff0eae3072b/ENCFF209OQD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, low read length	control insufficient read depth, insufficient read depth	
ENCFF213IEJ	bam	bam		unfiltered alignments	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	3	3_1		36					/files/ENCFF110MCL/, /files/ENCFF296QNV/, /files/ENCFF946WKP/	1489520420	ENCODE Processing Pipeline	59501a327bd2ecef0f79a023093a459f		https://www.encodeproject.org/files/ENCFF213IEJ/@@download/ENCFF213IEJ.bam				released	s3://encode-public/2022/06/16/762f5422-61ad-4749-84a2-bb8661888980/ENCFF213IEJ.bam	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/762f5422-61ad-4749-84a2-bb8661888980/ENCFF213IEJ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, low read length	control insufficient read depth, insufficient read depth	
ENCFF543XSN	bigBed narrowPeak	bigBed	narrowPeak	pseudoreplicated peaks	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF209OQD/	3259728	ENCODE Processing Pipeline	eb720f8af4d7b032a21334fd79328442		https://www.encodeproject.org/files/ENCFF543XSN/@@download/ENCFF543XSN.bigBed				released	s3://encode-public/2022/06/16/68ea9a3b-bf06-4319-a48a-08dd42a565fa/ENCFF543XSN.bigBed	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/68ea9a3b-bf06-4319-a48a-08dd42a565fa/ENCFF543XSN.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, low read length	control insufficient read depth, insufficient read depth	
ENCFF366PJU	bigBed narrowPeak	bigBed	narrowPeak	replicated peaks	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF999DKZ/	2640110	ENCODE Processing Pipeline	22b99e1dcb4dcc79fea72cf795544fbb		https://www.encodeproject.org/files/ENCFF366PJU/@@download/ENCFF366PJU.bigBed				released	s3://encode-public/2022/06/16/6cc8baca-d784-43c2-b812-288928962101/ENCFF366PJU.bigBed	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/6cc8baca-d784-43c2-b812-288928962101/ENCFF366PJU.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, low read length	control insufficient read depth, insufficient read depth	
ENCFF958LEO	bigBed narrowPeak	bigBed	narrowPeak	replicated peaks	GRCh38	ENCSR000APD	Histone ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										H3K79me2-human	DNA						2011-02-10	ENCODE		see document	200-600	1, 2, 3	1_1, 2_1, 3_1							/files/ENCFF779NIF/	2752128	ENCODE Processing Pipeline	79729b78444278bcc9214f5fb7caaaed		https://www.encodeproject.org/files/ENCFF958LEO/@@download/ENCFF958LEO.bigBed				released	s3://encode-public/2022/06/16/e32bfce5-721d-4231-8532-955e75d0e684/ENCFF958LEO.bigBed	https://datasetencode.blob.core.windows.net/dataset/2022/06/16/e32bfce5-721d-4231-8532-955e75d0e684/ENCFF958LEO.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.8.0 GRCh38	released	inconsistent platforms, low read length	control insufficient read depth, insufficient read depth	
