File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF424QKM	bigWig	bigWig		signal p-value	GRCh38	ENCSR000DOH	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										SIRT6-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF039CRW/, /files/ENCFF146ENO/, /files/ENCFF645ZIX/, /files/ENCFF321WQD/	348796501	ENCODE Processing Pipeline	ef1aeada87ec135d7004812f17508045		https://www.encodeproject.org/files/ENCFF424QKM/@@download/ENCFF424QKM.bigWig				released	s3://encode-public/2020/12/27/c755d698-404b-43eb-9238-f61427aa2fa6/ENCFF424QKM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/c755d698-404b-43eb-9238-f61427aa2fa6/ENCFF424QKM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released		insufficient read depth, insufficient read length	
ENCFF217ACS	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000DOH	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										SIRT6-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF645ZIX/, /files/ENCFF321WQD/, /files/ENCFF039CRW/, /files/ENCFF146ENO/, /files/ENCFF356LFX/	25146	ENCODE Processing Pipeline	f195c93166b6bbaca39773eb191957c7		https://www.encodeproject.org/files/ENCFF217ACS/@@download/ENCFF217ACS.bed.gz				released	s3://encode-public/2020/12/27/731fdb6e-ae1b-4402-bdf5-b55c15dcf92d/ENCFF217ACS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/731fdb6e-ae1b-4402-bdf5-b55c15dcf92d/ENCFF217ACS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released		insufficient read depth, insufficient read length	
ENCFF843DKK	bigWig	bigWig		signal p-value	GRCh38	ENCSR618GDK	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CEBPZ-human	DNA						2014-07-07	ENCODE			150-350	1, 4	1_1, 4_1							/files/ENCFF005NXS/, /files/ENCFF961RUD/, /files/ENCFF476ENU/, /files/ENCFF253OGH/	905489782	ENCODE Processing Pipeline	68e7dd23d4b4445fb81e036bac9fedef		https://www.encodeproject.org/files/ENCFF843DKK/@@download/ENCFF843DKK.bigWig				released	s3://encode-public/2020/12/03/c8a423bf-da64-4a52-8437-c32fa55f28d5/ENCFF843DKK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/c8a423bf-da64-4a52-8437-c32fa55f28d5/ENCFF843DKK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, mild to moderate bottlenecking, low read depth, low read length		
ENCFF588GNU	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR618GDK	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CEBPZ-human	DNA						2014-07-07	ENCODE			150-350	1, 4	1_1, 4_1							/files/ENCFF356LFX/, /files/ENCFF005NXS/, /files/ENCFF253OGH/, /files/ENCFF961RUD/, /files/ENCFF476ENU/	29502	ENCODE Processing Pipeline	d80b1ae5174a0d8801a8c567adbe0b2e		https://www.encodeproject.org/files/ENCFF588GNU/@@download/ENCFF588GNU.bed.gz				released	s3://encode-public/2020/12/03/3968796c-3a7f-4ac1-b870-f77735073739/ENCFF588GNU.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/03/3968796c-3a7f-4ac1-b870-f77735073739/ENCFF588GNU.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	borderline replicate concordance, mild to moderate bottlenecking, low read depth, low read length		
ENCFF098FKU	bigWig	bigWig		signal p-value	GRCh38	ENCSR000EHA	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF715JBE/, /files/ENCFF572IXE/, /files/ENCFF156NSV/, /files/ENCFF835GHC/	514287983	ENCODE Processing Pipeline	119a69166ad6e5a9bfd6790572f8f071		https://www.encodeproject.org/files/ENCFF098FKU/@@download/ENCFF098FKU.bigWig				released	s3://encode-public/2017/07/14/1d25b02d-802c-4c3b-aaa7-4ae1411120b3/ENCFF098FKU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2017/07/14/1d25b02d-802c-4c3b-aaa7-4ae1411120b3/ENCFF098FKU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	improper control_type of control experiment, low read depth, low read length		
ENCFF370YGS	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000EHA	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										TBP-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF877AND/, /files/ENCFF234DFK/, /files/ENCFF419RSJ/, /files/ENCFF307DMW/	404676	ENCODE Processing Pipeline	b1e02cad87c932f2787e21483038a402		https://www.encodeproject.org/files/ENCFF370YGS/@@download/ENCFF370YGS.bed.gz				released	s3://encode-public/2017/07/14/d6ee1dbe-238c-4211-89fd-01dd0802f2a7/ENCFF370YGS.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2017/07/14/d6ee1dbe-238c-4211-89fd-01dd0802f2a7/ENCFF370YGS.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3 GRCh38	released	improper control_type of control experiment, low read depth, low read length		
ENCFF700NBW	bigWig	bigWig		signal p-value	GRCh38	ENCSR000EHB	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										TAL1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF769RAH/, /files/ENCFF273AEC/, /files/ENCFF120LWE/, /files/ENCFF147YPF/	481724715	ENCODE Processing Pipeline	7d31ff4055e9e167a82bcd4cc0f9ffcb		https://www.encodeproject.org/files/ENCFF700NBW/@@download/ENCFF700NBW.bigWig				released	s3://encode-public/2020/12/27/8faaaac8-9a8c-4613-8e45-14cc862007a6/ENCFF700NBW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/8faaaac8-9a8c-4613-8e45-14cc862007a6/ENCFF700NBW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read depth, low read length		
ENCFF852ZRK	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EHB	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										TAL1-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF769RAH/, /files/ENCFF120LWE/, /files/ENCFF147YPF/, /files/ENCFF356LFX/, /files/ENCFF273AEC/	517540	ENCODE Processing Pipeline	da54410694ab6846dcd4cdd3f997b10d		https://www.encodeproject.org/files/ENCFF852ZRK/@@download/ENCFF852ZRK.bed.gz				released	s3://encode-public/2020/12/27/b3ccb51d-c784-4017-8095-84681a1a1a64/ENCFF852ZRK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/27/b3ccb51d-c784-4017-8095-84681a1a1a64/ENCFF852ZRK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	improper control_type of control experiment, low read depth, low read length		
ENCFF010PUM	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BPJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CTCF-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF395PSG/, /files/ENCFF524GTB/, /files/ENCFF588LAC/, /files/ENCFF579FHH/, /files/ENCFF939RUV/	633158559	ENCODE Processing Pipeline	b65beeaea7333696d9768984771d826a		https://www.encodeproject.org/files/ENCFF010PUM/@@download/ENCFF010PUM.bigWig				released	s3://encode-public/2020/09/26/55587a70-84b2-4276-a2db-a3be0e750f39/ENCFF010PUM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/55587a70-84b2-4276-a2db-a3be0e750f39/ENCFF010PUM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read depth, low read length, control low read depth, mild to moderate bottlenecking, moderate library complexity	insufficient read depth	
ENCFF582SNT	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BPJ	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CTCF-human	DNA						2012-02-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF395PSG/, /files/ENCFF524GTB/, /files/ENCFF588LAC/, /files/ENCFF356LFX/, /files/ENCFF579FHH/, /files/ENCFF939RUV/	785405	ENCODE Processing Pipeline	e5d29f1be4f8bf69ce79686a3b6d13b7		https://www.encodeproject.org/files/ENCFF582SNT/@@download/ENCFF582SNT.bed.gz				released	s3://encode-public/2020/09/26/b4dbf1fc-a35b-4478-aad2-93f0309a4e77/ENCFF582SNT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/09/26/b4dbf1fc-a35b-4478-aad2-93f0309a4e77/ENCFF582SNT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.5.1 GRCh38	released	low read depth, low read length, control low read depth, mild to moderate bottlenecking, moderate library complexity	insufficient read depth	
ENCFF014CIM	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BSO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CREB1-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF428XAM/, /files/ENCFF226CAN/, /files/ENCFF728MBI/, /files/ENCFF621SYN/, /files/ENCFF838ZUU/, /files/ENCFF113TEZ/	1348892472	ENCODE Processing Pipeline	cd03d30e414fc613e7882229dbcfe197		https://www.encodeproject.org/files/ENCFF014CIM/@@download/ENCFF014CIM.bigWig				released	s3://encode-public/2020/12/11/70af08bc-2ebd-4c89-975c-4d9cf56ea92f/ENCFF014CIM.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/70af08bc-2ebd-4c89-975c-4d9cf56ea92f/ENCFF014CIM.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms		
ENCFF193LLN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BSO	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CREB1-human	DNA						2012-09-10	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF428XAM/, /files/ENCFF226CAN/, /files/ENCFF728MBI/, /files/ENCFF621SYN/, /files/ENCFF838ZUU/, /files/ENCFF113TEZ/, /files/ENCFF356LFX/	302075	ENCODE Processing Pipeline	3408797988ec2787de2b5f3a909e3f09		https://www.encodeproject.org/files/ENCFF193LLN/@@download/ENCFF193LLN.bed.gz				released	s3://encode-public/2020/12/11/4734d9c0-74d2-4ea6-9aec-595dd9a4630d/ENCFF193LLN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/11/4734d9c0-74d2-4ea6-9aec-595dd9a4630d/ENCFF193LLN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	inconsistent platforms		
ENCFF172CRL	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000EVY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										TRIM28-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF457DER/, /files/ENCFF355LXQ/, /files/ENCFF963SSX/, /files/ENCFF356LFX/	123775	ENCODE Processing Pipeline	76ceef95cf4cb964caf72758da387d98		https://www.encodeproject.org/files/ENCFF172CRL/@@download/ENCFF172CRL.bed.gz				released	s3://encode-public/2020/12/12/1f1f443e-cc1c-408d-9e0c-0f1da657b248/ENCFF172CRL.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/1f1f443e-cc1c-408d-9e0c-0f1da657b248/ENCFF172CRL.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth, mixed read lengths	insufficient read depth, insufficient read length	
ENCFF358PCF	bigWig	bigWig		signal p-value	GRCh38	ENCSR000EVY	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										TRIM28-human	DNA						2011-10-29	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF457DER/, /files/ENCFF355LXQ/, /files/ENCFF963SSX/	444745908	ENCODE Processing Pipeline	4dd93ef01cef2e50337aede3a4243ae2		https://www.encodeproject.org/files/ENCFF358PCF/@@download/ENCFF358PCF.bigWig				released	s3://encode-public/2020/12/12/8d8cc928-c67f-4618-afd5-ec38e3c4b514/ENCFF358PCF.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/12/8d8cc928-c67f-4618-afd5-ec38e3c4b514/ENCFF358PCF.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth, mixed read lengths	insufficient read depth, insufficient read length	
ENCFF843VFX	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AVD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CHD7-human	DNA						2012-08-06	ENCODE		sonication (generic), see document	200-600	1	1_1							/files/ENCFF420ARY/, /files/ENCFF226FKB/, /files/ENCFF666YXZ/, /files/ENCFF719VML/	805049264	ENCODE Processing Pipeline	21f701c3fabe375cc3a5d3056d492b80		https://www.encodeproject.org/files/ENCFF843VFX/@@download/ENCFF843VFX.bigWig				released	s3://encode-public/2021/01/07/209a604e-b178-4337-a305-e3ec9c54f277/ENCFF843VFX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/01/07/209a604e-b178-4337-a305-e3ec9c54f277/ENCFF843VFX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth, inconsistent platforms		
ENCFF722UJW	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AVD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CHD7-human	DNA						2012-08-06	ENCODE		sonication (generic), see document	200-600	1	1_1							/files/ENCFF666YXZ/, /files/ENCFF226FKB/, /files/ENCFF356LFX/, /files/ENCFF420ARY/, /files/ENCFF719VML/	20766	ENCODE Processing Pipeline	f9d7e0d4f7f3bd5c6d470cbfa3ff4d49		https://www.encodeproject.org/files/ENCFF722UJW/@@download/ENCFF722UJW.bed.gz				released	s3://encode-public/2021/01/18/d13b1cdb-1523-4cbe-9cf6-aba54eeb5b4c/ENCFF722UJW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/18/d13b1cdb-1523-4cbe-9cf6-aba54eeb5b4c/ENCFF722UJW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, low read depth, inconsistent platforms		
ENCFF783COJ	bigWig	bigWig		signal p-value	GRCh38	ENCSR000ATT	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CREBBP-human	DNA						2012-08-06	ENCODE		see document		1	1_1							/files/ENCFF666YXZ/, /files/ENCFF420ARY/, /files/ENCFF211DSN/, /files/ENCFF226FKB/	772400112	ENCODE Processing Pipeline	83c85dd5725dd050c3b5c7ebe6c26cfa		https://www.encodeproject.org/files/ENCFF783COJ/@@download/ENCFF783COJ.bigWig				released	s3://encode-public/2020/12/10/8408bd23-3aa4-4dd2-8d26-11939024c84f/ENCFF783COJ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/8408bd23-3aa4-4dd2-8d26-11939024c84f/ENCFF783COJ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, control low read depth, mild to moderate bottlenecking, inconsistent platforms		
ENCFF532VPN	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000ATT	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CREBBP-human	DNA						2012-08-06	ENCODE		see document		1	1_1							/files/ENCFF226FKB/, /files/ENCFF211DSN/, /files/ENCFF420ARY/, /files/ENCFF666YXZ/, /files/ENCFF356LFX/	13924	ENCODE Processing Pipeline	1303ae8e875e1334ba083f640bdb00ce		https://www.encodeproject.org/files/ENCFF532VPN/@@download/ENCFF532VPN.bed.gz				released	s3://encode-public/2020/12/10/1e6211b6-67e0-4fc4-99cb-5b7d08e9ee4e/ENCFF532VPN.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/1e6211b6-67e0-4fc4-99cb-5b7d08e9ee4e/ENCFF532VPN.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, control low read depth, mild to moderate bottlenecking, inconsistent platforms		
ENCFF831NDQ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BLI	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										E2F6-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF579FHH/, /files/ENCFF395PSG/, /files/ENCFF392MQS/, /files/ENCFF939RUV/, /files/ENCFF356LFX/, /files/ENCFF709FBP/	572825	ENCODE Processing Pipeline	2a1c89c3fc1c6da404d0cfe986d22558		https://www.encodeproject.org/files/ENCFF831NDQ/@@download/ENCFF831NDQ.bed.gz				released	s3://encode-public/2020/12/26/852afec1-791c-4fdf-9e71-ede0868f0765/ENCFF831NDQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/852afec1-791c-4fdf-9e71-ede0868f0765/ENCFF831NDQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, borderline replicate concordance, control low read depth, mild to moderate bottlenecking, moderate library complexity	insufficient read depth, poor library complexity, severe bottlenecking	
ENCFF646TMK	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BLI	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										E2F6-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF579FHH/, /files/ENCFF395PSG/, /files/ENCFF392MQS/, /files/ENCFF939RUV/, /files/ENCFF709FBP/	582408783	ENCODE Processing Pipeline	d8b665589698a6ca62cdb78f5d3cfe5f		https://www.encodeproject.org/files/ENCFF646TMK/@@download/ENCFF646TMK.bigWig				released	s3://encode-public/2020/12/26/9ac229fb-23aa-42a6-bded-ec623cb26c41/ENCFF646TMK.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/26/9ac229fb-23aa-42a6-bded-ec623cb26c41/ENCFF646TMK.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	low read depth, low read length, borderline replicate concordance, control low read depth, mild to moderate bottlenecking, moderate library complexity	insufficient read depth, poor library complexity, severe bottlenecking	
ENCFF797CES	bigWig	bigWig		signal p-value	GRCh38	ENCSR000BKF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ZBTB33-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF197BGH/, /files/ENCFF993ZYO/, /files/ENCFF953TQL/, /files/ENCFF866OZI/	678097955	ENCODE Processing Pipeline	101e95d5f4c39eac97623b0aec7371c6		https://www.encodeproject.org/files/ENCFF797CES/@@download/ENCFF797CES.bigWig				released	s3://encode-public/2020/12/10/b2c36126-9550-4988-af49-4cc76960ff1f/ENCFF797CES.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/b2c36126-9550-4988-af49-4cc76960ff1f/ENCFF797CES.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF146GZZ	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000BKF	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ZBTB33-human	DNA						2011-07-18	ENCODE		see document		1, 2	1_1, 2_1							/files/ENCFF197BGH/, /files/ENCFF993ZYO/, /files/ENCFF953TQL/, /files/ENCFF866OZI/, /files/ENCFF356LFX/	62007	ENCODE Processing Pipeline	8ac0ef9bb5256371dae70c5c42031e27		https://www.encodeproject.org/files/ENCFF146GZZ/@@download/ENCFF146GZZ.bed.gz				released	s3://encode-public/2020/12/10/f3f0d2a9-6260-400d-b5af-784444c8cb9b/ENCFF146GZZ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2020/12/10/f3f0d2a9-6260-400d-b5af-784444c8cb9b/ENCFF146GZZ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read depth, low read length		
ENCFF184FBU	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AQD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CHD1-human	DNA						2012-03-06	ENCODE		sonication (generic), see document	200-600	1	1_1, 1_2							/files/ENCFF210JZL/, /files/ENCFF666YXZ/, /files/ENCFF420ARY/, /files/ENCFF226FKB/	953396886	ENCODE Processing Pipeline	0792fac30904be9e5b6c129071b484a5		https://www.encodeproject.org/files/ENCFF184FBU/@@download/ENCFF184FBU.bigWig				released	s3://encode-public/2021/01/07/0d2a6a8e-66b7-4fcb-846a-670601b9c9be/ENCFF184FBU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/01/07/0d2a6a8e-66b7-4fcb-846a-670601b9c9be/ENCFF184FBU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, low read length, mild to moderate bottlenecking, inconsistent platforms		
ENCFF408NUX	bed narrowPeak	bed	narrowPeak	IDR thresholded peaks	GRCh38	ENCSR000AQD	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										CHD1-human	DNA						2012-03-06	ENCODE		sonication (generic), see document	200-600	1	1_1, 1_2							/files/ENCFF666YXZ/, /files/ENCFF356LFX/, /files/ENCFF210JZL/, /files/ENCFF420ARY/, /files/ENCFF226FKB/	206889	ENCODE Processing Pipeline	bac144bea3a426d98ea70b9d56a50d64		https://www.encodeproject.org/files/ENCFF408NUX/@@download/ENCFF408NUX.bed.gz				released	s3://encode-public/2021/01/18/40c33255-15f7-46d6-bb66-95a65feccbe1/ENCFF408NUX.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2021/01/18/40c33255-15f7-46d6-bb66-95a65feccbe1/ENCFF408NUX.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	moderate library complexity, low read length, mild to moderate bottlenecking, inconsistent platforms		
ENCFF670MPV	bigWig	bigWig		signal p-value	GRCh38	ENCSR000AUA	TF ChIP-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										RNF2-human	DNA						2012-08-06	ENCODE		sonication (generic), see document	200-600	1	1_1							/files/ENCFF666YXZ/, /files/ENCFF859DMJ/, /files/ENCFF420ARY/, /files/ENCFF226FKB/	595945525	ENCODE Processing Pipeline	6240e89ca90181b93e86712252ddaa95		https://www.encodeproject.org/files/ENCFF670MPV/@@download/ENCFF670MPV.bigWig				released	s3://encode-public/2021/01/07/6eed54ab-8c46-4fab-9a78-0c1a2edde363/ENCFF670MPV.bigWig	https://datasetencode.blob.core.windows.net/dataset/2021/01/07/6eed54ab-8c46-4fab-9a78-0c1a2edde363/ENCFF670MPV.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.6.1 GRCh38	released	mild to moderate bottlenecking, low read length, inconsistent platforms	insufficient read depth, poor library complexity, severe bottlenecking	
