Assay	Index_Experiment	Index_File	File_Type	Output_Type	Genome	Target	Analysis	RFA	md5sum	File_Name	File_Url
TF ChIP-seq	ENCSR358PJI	ENCFF715HYZ	bigWig	signal p-value	GRCh38	ZNF277	ENCODE4 v1.8.0 GRCh38	ENCODE4	f2eb6dba0e81037a670fb66a0dcc46e3	ENCFF715HYZ.bigWig	https://www.encodeproject.org/files/ENCFF715HYZ/@@download/ENCFF715HYZ.bigWig
TF ChIP-seq	ENCSR358PJI	ENCFF382QUI	bed narrowPeak	IDR thresholded peaks	GRCh38	ZNF277	ENCODE4 v1.8.0 GRCh38	ENCODE4	515ac40710530b651921061fceb40e77	ENCFF382QUI.bed.gz	https://www.encodeproject.org/files/ENCFF382QUI/@@download/ENCFF382QUI.bed.gz
ATAC-seq	ENCSR956DNB	ENCFF252GZO	bigWig	signal p-value	GRCh38	NA	ENCODE4 v2.1.1 GRCh38	ENCODE4	ea8471c2af71ecc529046ec140c33adf	ENCFF252GZO.bigWig	https://www.encodeproject.org/files/ENCFF252GZO/@@download/ENCFF252GZO.bigWig
ATAC-seq	ENCSR956DNB	ENCFF842UZU	bed narrowPeak	pseudoreplicated peaks	GRCh38	NA	ENCODE4 v2.1.1 GRCh38	ENCODE4	c1738f40f77a19d1773771b87826dbb8	ENCFF842UZU.bed.gz	https://www.encodeproject.org/files/ENCFF842UZU/@@download/ENCFF842UZU.bed.gz
TF ChIP-seq	ENCSR663NFC	ENCFF454NLI	bigWig	signal p-value	GRCh38	STAT5B	ENCODE4 v1.8.0 GRCh38	ENCODE4	4843dd01b6ee5535b604f2e39e6e3668	ENCFF454NLI.bigWig	https://www.encodeproject.org/files/ENCFF454NLI/@@download/ENCFF454NLI.bigWig
TF ChIP-seq	ENCSR663NFC	ENCFF122FTW	bed narrowPeak	IDR thresholded peaks	GRCh38	STAT5B	ENCODE4 v1.8.0 GRCh38	ENCODE4	421d6b795d4094e484dbf5dec6b16447	ENCFF122FTW.bed.gz	https://www.encodeproject.org/files/ENCFF122FTW/@@download/ENCFF122FTW.bed.gz
TF ChIP-seq	ENCSR125YGM	ENCFF794SCQ	bed narrowPeak	IDR thresholded peaks	GRCh38	ID3	ENCODE4 v1.8.0 GRCh38	ENCODE4	e6e475535ea04af262cd6522c6bd3ced	ENCFF794SCQ.bed.gz	https://www.encodeproject.org/files/ENCFF794SCQ/@@download/ENCFF794SCQ.bed.gz
TF ChIP-seq	ENCSR125YGM	ENCFF506PKZ	bigWig	signal p-value	GRCh38	ID3	ENCODE4 v1.8.0 GRCh38	ENCODE4	5c4450e316da972b0b3f509fa13e31e3	ENCFF506PKZ.bigWig	https://www.encodeproject.org/files/ENCFF506PKZ/@@download/ENCFF506PKZ.bigWig
TF ChIP-seq	ENCSR427WZJ	ENCFF719XTU	bigWig	signal p-value	GRCh38	ZNF143	ENCODE4 v1.9.0 GRCh38	ENCODE4	7361f0cf8fc598341ae648bc2626272e	ENCFF719XTU.bigWig	https://www.encodeproject.org/files/ENCFF719XTU/@@download/ENCFF719XTU.bigWig
TF ChIP-seq	ENCSR427WZJ	ENCFF596HNP	bed narrowPeak	IDR thresholded peaks	GRCh38	ZNF143	ENCODE4 v1.9.0 GRCh38	ENCODE4	1dca3862eddaf90f497f993c1033238a	ENCFF596HNP.bed.gz	https://www.encodeproject.org/files/ENCFF596HNP/@@download/ENCFF596HNP.bed.gz
TF ChIP-seq	ENCSR939CDD	ENCFF086FAZ	bed narrowPeak	IDR thresholded peaks	GRCh38	ARID4B	ENCODE4 v1.8.0 GRCh38	ENCODE4	5c32882156ff9a8d1042cf91c0d37de0	ENCFF086FAZ.bed.gz	https://www.encodeproject.org/files/ENCFF086FAZ/@@download/ENCFF086FAZ.bed.gz
TF ChIP-seq	ENCSR939CDD	ENCFF688CNT	bigWig	signal p-value	GRCh38	ARID4B	ENCODE4 v1.8.0 GRCh38	ENCODE4	2edb18d0aa76e47d9905e9e6bfcc06e8	ENCFF688CNT.bigWig	https://www.encodeproject.org/files/ENCFF688CNT/@@download/ENCFF688CNT.bigWig
TF ChIP-seq	ENCSR427XYP	ENCFF239UGM	bigWig	signal p-value	GRCh38	ZNF740	ENCODE4 v1.8.0 GRCh38	ENCODE4	d30141b15c48446a4147f9302ac21dda	ENCFF239UGM.bigWig	https://www.encodeproject.org/files/ENCFF239UGM/@@download/ENCFF239UGM.bigWig
TF ChIP-seq	ENCSR427XYP	ENCFF959SMC	bed narrowPeak	IDR thresholded peaks	GRCh38	ZNF740	ENCODE4 v1.8.0 GRCh38	ENCODE4	c4629ee079fe91c3549958447238a8cd	ENCFF959SMC.bed.gz	https://www.encodeproject.org/files/ENCFF959SMC/@@download/ENCFF959SMC.bed.gz
TF ChIP-seq	ENCSR805SIA	ENCFF553YRE	bigWig	signal p-value	GRCh38	PURB	ENCODE4 v1.9.0 GRCh38	ENCODE4	7239ee2bcf42ece13b91915dcaa630f0	ENCFF553YRE.bigWig	https://www.encodeproject.org/files/ENCFF553YRE/@@download/ENCFF553YRE.bigWig
TF ChIP-seq	ENCSR805SIA	ENCFF500BWO	bed narrowPeak	IDR thresholded peaks	GRCh38	PURB	ENCODE4 v1.9.0 GRCh38	ENCODE4	b08bfdf72a39b00c730fb5707cc295cd	ENCFF500BWO.bed.gz	https://www.encodeproject.org/files/ENCFF500BWO/@@download/ENCFF500BWO.bed.gz
TF ChIP-seq	ENCSR228ELU	ENCFF214SNH	bed narrowPeak	IDR thresholded peaks	GRCh38	TEAD1	ENCODE4 v1.8.0 GRCh38	ENCODE4	a864ccf68ff3ca9e7539f90ef7208260	ENCFF214SNH.bed.gz	https://www.encodeproject.org/files/ENCFF214SNH/@@download/ENCFF214SNH.bed.gz
TF ChIP-seq	ENCSR228ELU	ENCFF038QYW	bigWig	signal p-value	GRCh38	TEAD1	ENCODE4 v1.8.0 GRCh38	ENCODE4	b6b93bfb75a2f06e3922589a96e31d10	ENCFF038QYW.bigWig	https://www.encodeproject.org/files/ENCFF038QYW/@@download/ENCFF038QYW.bigWig
TF ChIP-seq	ENCSR775NLJ	ENCFF466GFK	bigWig	signal p-value	GRCh38	CHCHD3	ENCODE4 v2.1.2 GRCh38	ENCODE4	76f643ca81123eb198864e866e4cf182	ENCFF466GFK.bigWig	https://www.encodeproject.org/files/ENCFF466GFK/@@download/ENCFF466GFK.bigWig
TF ChIP-seq	ENCSR775NLJ	ENCFF645IVF	bed narrowPeak	IDR thresholded peaks	GRCh38	CHCHD3	ENCODE4 v2.1.2 GRCh38	ENCODE4	a6784f53b50d72b4a38ac6b5ae29d030	ENCFF645IVF.bed.gz	https://www.encodeproject.org/files/ENCFF645IVF/@@download/ENCFF645IVF.bed.gz
TF ChIP-seq	ENCSR008DOU	ENCFF743DXN	bigWig	signal p-value	GRCh38	SNAPC5	ENCODE4 v1.8.0 GRCh38	ENCODE4	18bd4afaa9a41996e77045318f7af922	ENCFF743DXN.bigWig	https://www.encodeproject.org/files/ENCFF743DXN/@@download/ENCFF743DXN.bigWig
TF ChIP-seq	ENCSR008DOU	ENCFF656THP	bed narrowPeak	IDR thresholded peaks	GRCh38	SNAPC5	ENCODE4 v1.8.0 GRCh38	ENCODE4	27215ed734f62f7ef788380f8747740e	ENCFF656THP.bed.gz	https://www.encodeproject.org/files/ENCFF656THP/@@download/ENCFF656THP.bed.gz
ATAC-seq	ENCSR859USB	ENCFF137KFY	bigWig	signal p-value	GRCh38	NA	ENCODE4 v2.1.1 GRCh38	ENCODE4	d3e2e9f1c2c6f0392e262d5e9fa452cf	ENCFF137KFY.bigWig	https://www.encodeproject.org/files/ENCFF137KFY/@@download/ENCFF137KFY.bigWig
ATAC-seq	ENCSR859USB	ENCFF055NNT	bed narrowPeak	replicated peaks	GRCh38	NA	ENCODE4 v2.1.1 GRCh38	ENCODE4	7f7a4fea9902b4de27656b78a71cdda0	ENCFF055NNT.bed.gz	https://www.encodeproject.org/files/ENCFF055NNT/@@download/ENCFF055NNT.bed.gz
TF ChIP-seq	ENCSR922YDT	ENCFF701JND	bigWig	signal p-value	GRCh38	SLC30A9	ENCODE4 v1.8.0 GRCh38	ENCODE4	000670e087c81f2110ee43b5233f99b2	ENCFF701JND.bigWig	https://www.encodeproject.org/files/ENCFF701JND/@@download/ENCFF701JND.bigWig
TF ChIP-seq	ENCSR922YDT	ENCFF441QXF	bed narrowPeak	IDR thresholded peaks	GRCh38	SLC30A9	ENCODE4 v1.8.0 GRCh38	ENCODE4	ec72cd7a4534b35961d56a88566d76a0	ENCFF441QXF.bed.gz	https://www.encodeproject.org/files/ENCFF441QXF/@@download/ENCFF441QXF.bed.gz
TF ChIP-seq	ENCSR659CCI	ENCFF825WQV	bigWig	signal p-value	GRCh38	FOXK1	ENCODE4 v1.8.0 GRCh38	ENCODE4	60bdedc603e645c9de71a7fe79c2d06e	ENCFF825WQV.bigWig	https://www.encodeproject.org/files/ENCFF825WQV/@@download/ENCFF825WQV.bigWig
TF ChIP-seq	ENCSR659CCI	ENCFF516ZWP	bed narrowPeak	IDR thresholded peaks	GRCh38	FOXK1	ENCODE4 v1.8.0 GRCh38	ENCODE4	75c1c9c3f112abc93a360893ca845141	ENCFF516ZWP.bed.gz	https://www.encodeproject.org/files/ENCFF516ZWP/@@download/ENCFF516ZWP.bed.gz
TF ChIP-seq	ENCSR788DXU	ENCFF197SXI	bed narrowPeak	IDR thresholded peaks	GRCh38	FOXA3	ENCODE4 v1.8.0 GRCh38	ENCODE4	9d7cadf2a30e0095778a7db5ac3dfdd2	ENCFF197SXI.bed.gz	https://www.encodeproject.org/files/ENCFF197SXI/@@download/ENCFF197SXI.bed.gz
TF ChIP-seq	ENCSR788DXU	ENCFF749DZX	bigWig	signal p-value	GRCh38	FOXA3	ENCODE4 v1.8.0 GRCh38	ENCODE4	55932c3936aac422f8d1c2d59a37ff02	ENCFF749DZX.bigWig	https://www.encodeproject.org/files/ENCFF749DZX/@@download/ENCFF749DZX.bigWig
TF ChIP-seq	ENCSR208VNN	ENCFF832TMB	bigWig	signal p-value	GRCh38	IFI16	ENCODE4 v2.1.2 GRCh38	ENCODE4	40281902ae7d82d7c36b6fc3e57d2f78	ENCFF832TMB.bigWig	https://www.encodeproject.org/files/ENCFF832TMB/@@download/ENCFF832TMB.bigWig
TF ChIP-seq	ENCSR208VNN	ENCFF518SJY	bed narrowPeak	IDR thresholded peaks	GRCh38	IFI16	ENCODE4 v2.1.2 GRCh38	ENCODE4	cfe00bdd14523d07a5b232e1e333cff6	ENCFF518SJY.bed.gz	https://www.encodeproject.org/files/ENCFF518SJY/@@download/ENCFF518SJY.bed.gz
TF ChIP-seq	ENCSR026RAK	ENCFF559MTF	bed narrowPeak	IDR thresholded peaks	GRCh38	MXD1	ENCODE4 v1.8.0 GRCh38	ENCODE4	8fcfcbbc0cd8fbb395eb376b4bb25c41	ENCFF559MTF.bed.gz	https://www.encodeproject.org/files/ENCFF559MTF/@@download/ENCFF559MTF.bed.gz
TF ChIP-seq	ENCSR026RAK	ENCFF033EVS	bigWig	signal p-value	GRCh38	MXD1	ENCODE4 v1.8.0 GRCh38	ENCODE4	4c95a8217091d354b8b5edaaf4976121	ENCFF033EVS.bigWig	https://www.encodeproject.org/files/ENCFF033EVS/@@download/ENCFF033EVS.bigWig
TF ChIP-seq	ENCSR158LJN	ENCFF266YHW	bed narrowPeak	IDR thresholded peaks	GRCh38	MAX	ENCODE4 v1.9.0 GRCh38	ENCODE4	57d0811daccb6c9e014828ca2d3657fc	ENCFF266YHW.bed.gz	https://www.encodeproject.org/files/ENCFF266YHW/@@download/ENCFF266YHW.bed.gz
TF ChIP-seq	ENCSR158LJN	ENCFF568HZU	bigWig	signal p-value	GRCh38	MAX	ENCODE4 v1.9.0 GRCh38	ENCODE4	f5cb5e17ce8e26c173a13bb57a3ea5e7	ENCFF568HZU.bigWig	https://www.encodeproject.org/files/ENCFF568HZU/@@download/ENCFF568HZU.bigWig
TF ChIP-seq	ENCSR817FMN	ENCFF303CVC	bed narrowPeak	IDR thresholded peaks	GRCh38	TEAD4	ENCODE4 v1.8.0 GRCh38	ENCODE4	3ac930fb7df2fdcfd0236e8c01776281	ENCFF303CVC.bed.gz	https://www.encodeproject.org/files/ENCFF303CVC/@@download/ENCFF303CVC.bed.gz
TF ChIP-seq	ENCSR817FMN	ENCFF502GSG	bigWig	signal p-value	GRCh38	TEAD4	ENCODE4 v1.8.0 GRCh38	ENCODE4	ab792aa57937c2ef6bf9fbbec0e0fb24	ENCFF502GSG.bigWig	https://www.encodeproject.org/files/ENCFF502GSG/@@download/ENCFF502GSG.bigWig
TF ChIP-seq	ENCSR652OGX	ENCFF653ABW	bed narrowPeak	IDR thresholded peaks	GRCh38	ZNF511	ENCODE4 v1.8.0 GRCh38	ENCODE4	aafdea2a30b838b4fe35796e02c3c610	ENCFF653ABW.bed.gz	https://www.encodeproject.org/files/ENCFF653ABW/@@download/ENCFF653ABW.bed.gz
TF ChIP-seq	ENCSR652OGX	ENCFF316CYX	bigWig	signal p-value	GRCh38	ZNF511	ENCODE4 v1.8.0 GRCh38	ENCODE4	dbe1d1a6c6048414d3d82360e59bf332	ENCFF316CYX.bigWig	https://www.encodeproject.org/files/ENCFF316CYX/@@download/ENCFF316CYX.bigWig
TF ChIP-seq	ENCSR953KEY	ENCFF592NJN	bed narrowPeak	IDR thresholded peaks	GRCh38	TFE3	ENCODE4 v1.4.0 GRCh38	ENCODE4	87424d6f3ff19415f64f25403fe9ffd2	ENCFF592NJN.bed.gz	https://www.encodeproject.org/files/ENCFF592NJN/@@download/ENCFF592NJN.bed.gz
TF ChIP-seq	ENCSR953KEY	ENCFF342DXD	bigWig	signal p-value	GRCh38	TFE3	ENCODE4 v1.4.0 GRCh38	ENCODE4	e7422d7349771a94007f416ab374303f	ENCFF342DXD.bigWig	https://www.encodeproject.org/files/ENCFF342DXD/@@download/ENCFF342DXD.bigWig
TF ChIP-seq	ENCSR992KLV	ENCFF749GMT	bed narrowPeak	IDR thresholded peaks	GRCh38	MYNN	ENCODE4 v1.5.0 GRCh38	ENCODE4	253107ac11b7a36df05a41da1cc2747e	ENCFF749GMT.bed.gz	https://www.encodeproject.org/files/ENCFF749GMT/@@download/ENCFF749GMT.bed.gz
TF ChIP-seq	ENCSR992KLV	ENCFF492MOU	bigWig	signal p-value	GRCh38	MYNN	ENCODE4 v1.5.0 GRCh38	ENCODE4	7108824f0790107223ae1cc4c257b27c	ENCFF492MOU.bigWig	https://www.encodeproject.org/files/ENCFF492MOU/@@download/ENCFF492MOU.bigWig
TF ChIP-seq	ENCSR279OXE	ENCFF141HPL	bed narrowPeak	IDR thresholded peaks	GRCh38	ZFP30	ENCODE4 v1.8.0 GRCh38	ENCODE4	f7288daa4ec0aac4b16b283806eb2079	ENCFF141HPL.bed.gz	https://www.encodeproject.org/files/ENCFF141HPL/@@download/ENCFF141HPL.bed.gz
TF ChIP-seq	ENCSR279OXE	ENCFF807KVX	bigWig	signal p-value	GRCh38	ZFP30	ENCODE4 v1.8.0 GRCh38	ENCODE4	ac2efa7bf179bc014585e55ba7559ac5	ENCFF807KVX.bigWig	https://www.encodeproject.org/files/ENCFF807KVX/@@download/ENCFF807KVX.bigWig
TF ChIP-seq	ENCSR492FKD	ENCFF744MAU	bigWig	signal p-value	GRCh38	ZNF257	ENCODE4 v1.6.1 GRCh38	ENCODE4	cd63739cb5c611f4588257d63e2db9f0	ENCFF744MAU.bigWig	https://www.encodeproject.org/files/ENCFF744MAU/@@download/ENCFF744MAU.bigWig
TF ChIP-seq	ENCSR492FKD	ENCFF738IQL	bed narrowPeak	IDR thresholded peaks	GRCh38	ZNF257	ENCODE4 v1.6.1 GRCh38	ENCODE4	9ded87530e17040c7f08d09d0028047e	ENCFF738IQL.bed.gz	https://www.encodeproject.org/files/ENCFF738IQL/@@download/ENCFF738IQL.bed.gz
TF ChIP-seq	ENCSR526HRN	ENCFF445WYB	bigWig	signal p-value	GRCh38	ZNF184	ENCODE4 v1.5.0 GRCh38	ENCODE4	2a01d34616b74ddb32e615597555dab2	ENCFF445WYB.bigWig	https://www.encodeproject.org/files/ENCFF445WYB/@@download/ENCFF445WYB.bigWig
TF ChIP-seq	ENCSR526HRN	ENCFF882XTP	bed narrowPeak	IDR thresholded peaks	GRCh38	ZNF184	ENCODE4 v1.5.0 GRCh38	ENCODE4	95f98e307d92e6099d4f0530839629a2	ENCFF882XTP.bed.gz	https://www.encodeproject.org/files/ENCFF882XTP/@@download/ENCFF882XTP.bed.gz
TF ChIP-seq	ENCSR419CNA	ENCFF270TMW	bed narrowPeak	IDR thresholded peaks	GRCh38	ZC3H4	ENCODE4 v1.9.0 GRCh38	ENCODE4	e7b2f2d8e419a9398b3411c280296f21	ENCFF270TMW.bed.gz	https://www.encodeproject.org/files/ENCFF270TMW/@@download/ENCFF270TMW.bed.gz
TF ChIP-seq	ENCSR419CNA	ENCFF751RMW	bigWig	signal p-value	GRCh38	ZC3H4	ENCODE4 v1.9.0 GRCh38	ENCODE4	3d3c7cfa0c4f88544813405099d91ab3	ENCFF751RMW.bigWig	https://www.encodeproject.org/files/ENCFF751RMW/@@download/ENCFF751RMW.bigWig
TF ChIP-seq	ENCSR579YNY	ENCFF226AEP	bigWig	signal p-value	GRCh38	ZBTB40	ENCODE4 v1.9.0 GRCh38	ENCODE4	eb4f0d5c9f6bab8ba9f2adb91fbfd9a9	ENCFF226AEP.bigWig	https://www.encodeproject.org/files/ENCFF226AEP/@@download/ENCFF226AEP.bigWig
TF ChIP-seq	ENCSR579YNY	ENCFF132DPY	bed narrowPeak	IDR thresholded peaks	GRCh38	ZBTB40	ENCODE4 v1.9.0 GRCh38	ENCODE4	90e0215e2c43ed94902b93d6eb4ade9b	ENCFF132DPY.bed.gz	https://www.encodeproject.org/files/ENCFF132DPY/@@download/ENCFF132DPY.bed.gz
TF ChIP-seq	ENCSR918EFA	ENCFF945IST	bed narrowPeak	IDR thresholded peaks	GRCh38	ZNF57	ENCODE4 v1.4.0 GRCh38	ENCODE4	c063fcb672da982bcbbc174c2ed02a3a	ENCFF945IST.bed.gz	https://www.encodeproject.org/files/ENCFF945IST/@@download/ENCFF945IST.bed.gz
TF ChIP-seq	ENCSR918EFA	ENCFF304UOP	bigWig	signal p-value	GRCh38	ZNF57	ENCODE4 v1.4.0 GRCh38	ENCODE4	133dca06b44631c8c3e6134b86e657a9	ENCFF304UOP.bigWig	https://www.encodeproject.org/files/ENCFF304UOP/@@download/ENCFF304UOP.bigWig
TF ChIP-seq	ENCSR017EJY	ENCFF448BAC	bigWig	signal p-value	GRCh38	DLX4	ENCODE4 v1.6.1 GRCh38	ENCODE4	c6da6bcb0fa81283ac19cd1c6ee3efd6	ENCFF448BAC.bigWig	https://www.encodeproject.org/files/ENCFF448BAC/@@download/ENCFF448BAC.bigWig
TF ChIP-seq	ENCSR017EJY	ENCFF832DBU	bed narrowPeak	IDR thresholded peaks	GRCh38	DLX4	ENCODE4 v1.6.1 GRCh38	ENCODE4	8d549573a8b98c815fb5791bb1f2f78a	ENCFF832DBU.bed.gz	https://www.encodeproject.org/files/ENCFF832DBU/@@download/ENCFF832DBU.bed.gz
TF ChIP-seq	ENCSR998OMC	ENCFF682XOQ	bigWig	signal p-value	GRCh38	TFCP2	ENCODE4 v1.4.0 GRCh38	ENCODE4	8d55cfb58ba048ff29cfa3234ed8f23e	ENCFF682XOQ.bigWig	https://www.encodeproject.org/files/ENCFF682XOQ/@@download/ENCFF682XOQ.bigWig
TF ChIP-seq	ENCSR998OMC	ENCFF392MAR	bed narrowPeak	IDR thresholded peaks	GRCh38	TFCP2	ENCODE4 v1.4.0 GRCh38	ENCODE4	24c441dcd257d355e3623a93c8babed1	ENCFF392MAR.bed.gz	https://www.encodeproject.org/files/ENCFF392MAR/@@download/ENCFF392MAR.bed.gz
TF ChIP-seq	ENCSR844JVU	ENCFF495KOS	bigWig	signal p-value	GRCh38	TCFL5	ENCODE4 v1.6.1 GRCh38	ENCODE4	7bb0afd240fc54848d629158a21ab2b1	ENCFF495KOS.bigWig	https://www.encodeproject.org/files/ENCFF495KOS/@@download/ENCFF495KOS.bigWig
TF ChIP-seq	ENCSR844JVU	ENCFF410SWS	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	TCFL5	ENCODE4 v1.6.1 GRCh38	ENCODE4	60d335277f3b6c34d4f2d52544f64d82	ENCFF410SWS.bed.gz	https://www.encodeproject.org/files/ENCFF410SWS/@@download/ENCFF410SWS.bed.gz
TF ChIP-seq	ENCSR258PSN	ENCFF780ZCI	bigWig	signal p-value	GRCh38	ZNF639	ENCODE4 v1.5.0 GRCh38	ENCODE4	d17fe9ee3ce59c6b7bb30ff1f6e4d68a	ENCFF780ZCI.bigWig	https://www.encodeproject.org/files/ENCFF780ZCI/@@download/ENCFF780ZCI.bigWig
TF ChIP-seq	ENCSR258PSN	ENCFF645OCW	bed narrowPeak	conservative IDR thresholded peaks	GRCh38	ZNF639	ENCODE4 v1.5.0 GRCh38	ENCODE4	31eba7488883f23341ee704265ebadf8	ENCFF645OCW.bed.gz	https://www.encodeproject.org/files/ENCFF645OCW/@@download/ENCFF645OCW.bed.gz
TF ChIP-seq	ENCSR590FLL	ENCFF563XMY	bigWig	signal p-value	GRCh38	ZNF347	ENCODE4 v1.4.0 GRCh38	ENCODE4	d01e3aa935f311f32991f796582632a6	ENCFF563XMY.bigWig	https://www.encodeproject.org/files/ENCFF563XMY/@@download/ENCFF563XMY.bigWig
TF ChIP-seq	ENCSR590FLL	ENCFF843NBV	bed narrowPeak	IDR thresholded peaks	GRCh38	ZNF347	ENCODE4 v1.4.0 GRCh38	ENCODE4	cab83f2be2220d6d328bd6566fc54d85	ENCFF843NBV.bed.gz	https://www.encodeproject.org/files/ENCFF843NBV/@@download/ENCFF843NBV.bed.gz
TF ChIP-seq	ENCSR002ZGC	ENCFF064AVI	bigWig	signal p-value	GRCh38	ZNF212	ENCODE4 v1.4.0 GRCh38	ENCODE4	d94a2434c1fc758d76ff0bba1fea6493	ENCFF064AVI.bigWig	https://www.encodeproject.org/files/ENCFF064AVI/@@download/ENCFF064AVI.bigWig
